114,89
188,266
302,116
260,64
204,48
246,234
50,237
52,138
89,124
136,137
208,238
287,320
373,232
334,143
345,49
73,193
56,362
322,368
373,108
40,113
120,161
203,181
183,280
141,326
100,266
183,323
276,331
314,213
273,159
165,83
170,29
259,23
375,44
324,66
22,311
110,348
158,350
242,213
160,163
126,149
99,137
126,79
264,44
292,101
285,217
204,125
179,113
123,68
56,19
129,214
296,259
309,114
167,188
385,338
28,11
197,175
372,329
302,94
101,83
198,179
101,283
352,39
230,155
91,281
